STUDENT_IDENTIFIER;STDNT_AGE;STDNT_GENDER;STDNT_BACKGROUND;IN_STATE_FLAG;INTERNATIONAL_STS;STDNT_MAJOR;STDNT_MINOR;STDNT_TEST_ENTRANCE;FIRST_TERM;CORE_COURSE_NAME_1_F;CORE_COURSE_GRADE_1_F;CORE_COURSE_NAME_2_F;CORE_COURSE_GRADE_2_F;CORE_COURSE_NAME_3_F;CORE_COURSE_GRADE_3_F;SECOND_TERM;CORE_COURSE_NAME_1_S;CORE_COURSE_GRADE_1_S;CORE_COURSE_NAME_2_S;CORE_COURSE_GRADE_2_S;CORE_COURSE_NAME_3_S;CORE_COURSE_GRADE_3_S;HOUSING_STS;RETURNED_2ND_YR;DISTANCE_FROM_HOME;HIGH_SCHL_GPA;HIGH_SCHL_NAME;FATHER_HI_EDU_CD;FATHER_HI_EDU_DESC;MOTHER_HI_EDU_CD;MOTHER_HI_EDU_DESC;DEGREE_GROUP_CD;DEGREE_GROUP_DESC;FIRST_TERM_ATTEMPT_HRS;FIRST_TERM_EARNED_HRS;SECOND_TERM_ATTEMPT_HRS;SECOND_TERM_EARNED_HRS;UNMET_NEED
7815544;19;F;BGD 1;Y;N;French with Teacher Cert;N;;200908;ENGL 1101;A;HIST 2111;A;MATH 1111;A;201002;ENGL 1102;A;PSYC 1101;A;POLS 1101;A;On Campus;0;150;3,86;SCHOOL 132;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;15;15;15;
7759815;18;M;BGD 1;Y;N;English and Secondary Ed;N;1260;200908;ENGL 1101;A;HIST 1112;A;SOCI 1101;A;201002;ENGL 1102;A;MATH 1101;A;PSYC 1101;A;On Campus;0;150;3,37;SCHOOL 121;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;15;18;18;315480
8021373;19;F;BGD 1;Y;N;Undeclared;N;1030;200908;ENGL 1101;A;LEAD 1705;A;;;201002;ENGL 1102;A;HIST 1112I;A;MATH 1111;A;On Campus;0;90;3,67;SCHOOL 46;;No Information;;No Information;B;Bachelors;15;11;16;16;-649920
8002109;18;F;BGD 1;Y;N;Early Childhood Education;N;1110;201008;ENGL 1101;A;HIST 2111;A;MATH 1111;A;201102;BIOL 1215K;A;COMM 1110;A;ENGL 1102;A;Off Campus;1;69;2,66;SCHOOL 2;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;13;14;14;
8012821;18;F;BGD 1;Y;N;Theatre Arts;N;1340;201008;ENGL 1101;A;MATH 1111;A;PSYC 1101;A;201102;BIOL 1125;A;ENGL 1102;A;THEA 1100;A;On Campus;1;90;3,33;SCHOOL 46;3;CollegeBeyond;3;College/Beyond;B;Bachelors;16;16;17;17;
7890308;18;M;BGD 1;Y;N;Music Performance;N;990;201008;ENGL 1101;A;HIST 2111;A;MUSC 1100;A;201102;ENGL 1102;A;ITDS 1145;A;ITDS 2735;A;On Campus;0;138;3,82;SCHOOL 47;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;17;17;
7962536;18;F;BGD 1;Y;N;Exercise Science;N;950;201008;ENGL 1101;A;HIST 2111;A;MUSC 1100;A;201102;BIOL 1215K;A;ENGL 1102;A;ITDS 2727;A;Off Campus;1;69;3,62;SCHOOL 9;3;CollegeBeyond;2;High School;B;Bachelors;15;11;17;17;
7879825;17;F;BGD 1;Y;N;History and Secondary Ed;N;1110;201008;ENGL 1101;A;HIST 1112;A;ITDS 2749;A;201102;ENGL 1102;A;GEOL 1110;A;GEOL 1121;A;On Campus;0;138;3,69;SCHOOL 200;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;12;19;19;
7970951;18;F;BGD 1;Y;N;Early Childhood Education;N;1260;200708;ENGL 1102;A;HIST 2111;A;;;200802;CPSC 1301;A;CPSC 1301L;A;ASTR 1105;A;On Campus;1;69;2,88;SCHOOL 9;2;High School;2;High School;B;Bachelors;13;13;17;17;
7820580;18;M;BGD 1;Y;N;English Language/Literature;N;1300;200708;ENGL 1102;A;FREN 1002;A;POLS 1101H;A;200802;COMM 1110H;A;ENGL 2111;A;FREN 2001;A;On Campus;1;0;3,93;SCHOOL 130;3;CollegeBeyond;2;High School;B;Bachelors;12;12;17;17;
7908314;18;F;BGD 3;Y;N;Psychology;N;1220;200708;FREN 1001;A;MUSC 1100;A;;;200802;COMM 1110H;A;ITDS 2735;A;;;Off Campus;1;69;4;SCHOOL 2;2;High School;4;Other/Unknown;B;Bachelors;12;12;12;12;
7806820;18;M;BGD 1;N;N;Music Education;N;1300;200808;FREN 1001;A;MATH 1111;A;;;200902;ANTH 1105;A;FREN 1002;A;;;Off Campus;1;666;3,33;SCHOOL 83;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;16;16;
7904751;18;F;BGD 1;N;N;Marketing;N;1190;200608;HIST 1111;A;PSYC 1101;A;POLS 1101;A;200702;ARTH 1100;A;ECON 2105;A;ENGL 1102;A;Off Campus;1;69;3,46;SCHOOL 292;3;CollegeBeyond;2;High School;B;Bachelors;15;15;16;16;1216980
7787507;18;F;BGD 1;Y;N;Undeclared;N;1260;200508;HIST 2111;A;MATH 1111;A;PSYC 1101;A;200602;ENGL 1102;A;ITDS 2735;A;MATH 1113;A;Off Campus;1;69;3,87;SCHOOL 130;3;CollegeBeyond;2;High School;B;Bachelors;12;12;13;13;-288180
7946529;18;M;BGD 1;Y;N;Music Performance;N;1380;200808;HIST 2111;A;MATH 1131;A;;;200902;COMM 1110;A;ENGL 1102;A;;;Off Campus;1;69;4;SCHOOL 129;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;15;15;15;
7827591;18;F;BGD 6;Y;N;Biology;N;1070;200608;HIST 2112;A;THEA 1100;A;POLS 1101;A;200702;ENGL 1101;A;ITDS 1156;A;;;Off Campus;1;69;4;SCHOOL 34;3;CollegeBeyond;1;Middle School/Junior High;B;Bachelors;15;15;13;13;
7807126;17;F;BGD 1;N;N;General Business;N;1110;200808;HIST 2112;A;LEAD 1705;A;POLS 1101;A;200902;COMM 1110;A;ECON 2106;A;ENGL 1102;A;On Campus;1;190;3,81;SCHOOL 66;3;CollegeBeyond;2;High School;B;Bachelors;15;15;16;16;-12540
7802791;17;M;BGD 1;Y;N;English Language/Literature;N;1190;201008;HIST 2112;A;PSYC 1101;A;;;201102;BIOL 1215K;A;ENGL 1102;A;GEOL 1110;A;Off Campus;1;69;;SCHOOL 98;3;CollegeBeyond;3;College/Beyond;B;Bachelors;16;12;15;15;
7836113;18;F;BGD 1;Y;N;Theatre Arts;N;690;200608;LEAD 1705;A;THEA 1100;A;;;200702;ENGL 1102;A;ITDS 2735;A;MATH 1113;A;Off Campus;1;150;3,88;SCHOOL 12;3;CollegeBeyond;3;College/Beyond;B;Bachelors;16;16;16;16;
7812638;18;F;BGD 1;N;N;Mathematics;N;;200808;LEAD 1705;A;POLS 1101;A;;;200902;ENGL 1101;A;HIST 2112;A;STAT 1127;A;Off Campus;1;69;4;SCHOOL 7;2;High School;3;College/Beyond;B;Bachelors;15;12;15;15;
7833640;18;F;BGD 1;Y;N;Early Childhood Education;N;870;200808;MATH 1101;A;POLS 1101;A;;;200902;BIOL 1125;A;ENGL 1101;A;HIST 2112;A;Off Campus;1;69;3,8;SCHOOL 1;2;High School;2;High School;B;Bachelors;13;13;15;15;622200
7846009;18;F;BGD 4;Y;N;Psychology;N;590;200808;MATH 1101;A;LEAD 1705;A;PSYC 1101;A;200902;COMM 1110;A;ENGL 1102;A;POLS 1101;A;Off Campus;1;69;3,79;SCHOOL 1;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;16;16;
7846144;18;F;BGD 1;Y;N;Theatre Arts;N;1150;201008;MATH 1101;A;LEAD 1705;A;;;201102;ENGL 1102;A;ITDS 1145;A;;;On Campus;1;138;3,92;SCHOOL 319;4;OtherUnknown;4;Other/Unknown;B;Bachelors;15;15;14;14;
7977200;18;F;BGD 1;Y;N;Music Education;N;1030;200808;MUSC 1100;A;POLS 1101;A;;;200902;COMM 1110;A;ENGL 1102;A;;;Off Campus;1;69;3,75;SCHOOL 129;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;16;16;
8010338;18;F;BGD 1;Y;N;Undeclared;N;950;200908;BIOL 1215K;B;COMM 1110;A;HIST 2111;A;201002;ENGL 1101;A;MATH 1111;A;MUSC 1100;A;Off Campus;1;69;4;SCHOOL 3;1;Middle School/Junior High;3;College/Beyond;B;Bachelors;14;14;15;15;527400
7836794;19;F;BGD 3;Y;N;Pre-Nursing;N;;200908;CHEM 1151;B;CHEM 1151L;A;ENGL 1101;A;201002;ENGL 1102;A;MATH 1101;A;MUSC 1100;A;On Campus;1;90;3,26;SCHOOL 298;3;CollegeBeyond;2;High School;B;Bachelors;12;8;15;15;92760
7968516;18;F;BGD 1;Y;N;Pre-Nursing;N;1030;201008;CHEM 1151;B;CPSC 1105;A;CHEM 1151L;A;201102;ENGL 1102;A;HIST 2112;A;POLS 1101;A;Off Campus;1;69;3,7;SCHOOL 10;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;12;17;13;
7957617;18;F;BGD 1;Y;N;Nursing;N;1150;200708;CHEM 1151L;B;CHEM 1151;A;HIST 2112;A;200802;ENGL 1102;A;PSYC 1101;A;;;Off Campus;0;0;3,93;SCHOOL 1;;No Information;;No Information;B;Bachelors;12;12;13;13;
7808603;18;F;BGD 3;Y;N;Pre-Nursing;N;950;200808;CHEM 1151L;B;CHEM 1151;A;ENGL 1101;A;200902;ENGL 1102;A;ITDS 1146;A;;;Off Campus;1;0;3,71;SCHOOL 14;4;OtherUnknown;2;High School;B;Bachelors;13;13;13;13;572700
7944615;17;F;BGD 1;Y;N;Pre-Nursing;Spanish;;200908;CHEM 1151L;B;CHEM 1151;A;ITDS 2749;A;201002;STAT 1127;A;THEA 1100;A;;;Off Campus;1;69;3,74;SCHOOL 85;2;High School;2;High School;B;Bachelors;14;14;14;14;
7958023;19;F;BGD 8;Y;N;Pre-Nursing;N;950;200908;CHEM 1151L;B;CHEM 1151;A;ENGL 1101;A;201002;ENGL 1102;A;ITDS 1146;A;MATH 1101;A;Off Campus;1;69;2,8;SCHOOL 130;3;CollegeBeyond;2;High School;B;Bachelors;13;13;13;13;
7955083;18;F;BGD 3;Y;N;Pre-Nursing;N;950;200908;CHEM 1151L;B;CHEM 1151;A;ENGL 1101;A;201002;HIST 2111;A;MUSC 1100;A;PSYC 1101;A;On Campus;1;150;2,63;SCHOOL 49;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;14;14;
7953008;18;M;BGD 1;N;N;Biology;N;990;200508;CHEM 1211;B;CHEM 1211L;A;ENGL 1101;A;200602;ENGL 1102;A;HIST 2112;A;MUSC 1100;A;Off Campus;1;0;4;SCHOOL 7;;No Information;;No Information;B;Bachelors;12;12;16;16;-60000
7942356;18;F;BGD 1;N;N;Engineering Studies;N;990;200708;CHEM 1211;B;CHEM 1211L;A;ENGL 1101;A;200802;ENGL 1102;A;MATH 1132;A;THEA 1100;A;On Campus;0;90;3,8;SCHOOL 339;;No Information;;No Information;B;Bachelors;15;15;14;14;
7872126;18;M;BGD 1;Y;N;Music Performance;N;1300;200508;COMM 1110;B;MUSC 1100;A;;;200602;ENGL 1102;A;MATH 1111;A;;;Off Campus;1;150;3,93;SCHOOL 23;;No Information;;No Information;B;Bachelors;15;15;14;14;
7967466;18;F;BGD 3;Y;N;Computer Science - Systems;N;1070;200508;COMM 1110;B;CPSC 1301;A;ENGL 1101;A;200602;ENGL 1102;A;MATH 1113;A;POLS 1101;A;On Campus;1;176;3,47;SCHOOL 111;1;Middle School/Junior High;3;College/Beyond;B;Bachelors;15;15;15;15;
7928317;18;F;BGD 1;Y;N;Nursing;N;950;200708;COMM 1110;B;ENGL 1101;A;MATH 1111;A;200802;CHEM 1151;A;CHEM 1151L;A;ENGL 1102;A;On Campus;1;150;3,52;SCHOOL 366;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;15;14;14;-374880
7838887;17;M;BGD 1;Y;N;Undeclared;N;1300;200808;COMM 1110;B;HIST 2111;A;MATH 1111;A;200902;ENGL 1101;A;GEOL 1110;A;PSYC 1101;A;Off Campus;1;69;;SCHOOL 98;;No Information;;No Information;B;Bachelors;16;16;15;15;
7782902;18;M;BGD 1;Y;N;Music Education;N;1260;200908;COMM 1110;B;ITDS 1145;A;ITDS 2735;A;201002;ENGL 1102;A;ITDS 1156;A;;;On Campus;1;150;4;SCHOOL 180;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;13;14;14;-481200
8002049;19;F;BGD 1;N;N;Undeclared;N;1150;200908;COMM 1110;B;HIST 1111;A;HIST 2111;A;201002;ECON 2105;A;ENGL 1101;A;MUSC 1100;A;Off Campus;0;69;3,68;SCHOOL 440;2;High School;2;High School;B;Bachelors;12;12;12;12;807780
8013008;18;F;BGD 1;Y;N;Biology;N;1110;200508;ENGL 1101;B;MATH 1111;A;SPAN 1002;A;200602;ARTH 1100;A;ENGL 1102;A;MATH 1113;A;Off Campus;1;69;3,25;SCHOOL 8;;No Information;;No Information;B;Bachelors;13;13;15;15;-288180
8011493;18;M;BGD 1;Y;N;History and Secondary Ed;N;1150;200508;ENGL 1101;B;COMM 1110;A;MATH 1101;A;200602;ENGL 1102;A;MUSC 1100;A;;;Off Campus;1;0;3,73;SCHOOL 130;4;OtherUnknown;2;High School;B;Bachelors;12;12;12;12;
7964138;18;F;BGD 1;Y;N;Theatre Arts;N;1110;200508;ENGL 1101;B;MUSC 1100;A;;;200602;ENGL 1102;A;MATH 1101;A;PSYC 1101;A;On Campus;1;69;3,87;SCHOOL 141;3;CollegeBeyond;3;College/Beyond;B;Bachelors;18;18;18;15;
7940948;18;F;BGD 1;Y;N;Nursing;N;950;200508;ENGL 1101;B;CHEM 1151;A;CHEM 1151L;A;200602;ENGL 1102;A;ITDS 2735;A;MATH 1111;A;Off Campus;1;59;3,86;SCHOOL 29;2;High School;2;High School;B;Bachelors;16;16;14;14;
7867837;18;F;BGD 1;Y;N;Mathematics and Secondary Ed;N;1110;200508;ENGL 1101;B;FREN 2001;A;MATH 1113;A;200602;COMM 1110;A;HIST 2111;A;MATH 1131;A;Off Campus;1;0;3,73;SCHOOL 130;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;12;13;13;-179760
7802379;18;F;BGD 1;Y;N;History and Secondary Ed;N;1070;200608;ENGL 1101;B;HIST 1111;A;MATH 1125;A;200702;ENGL 1102;A;HIST 1112;A;PSYC 1101;A;Off Campus;1;69;3,93;SCHOOL 11;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;16;13;-299160
7885099;18;M;BGD 1;Y;N;Finance;N;;200608;ENGL 1101;B;ECON 2105;A;PSYC 1101;A;200702;ECON 2106;A;HIST 2112;A;THEA 1100;A;Off Campus;1;69;3,28;SCHOOL 9;2;High School;3;College/Beyond;B;Bachelors;13;13;12;12;292320
7852642;19;F;BGD 3;Y;N;Nursing;N;990;200608;ENGL 1101;B;CHEM 1151;A;CHEM 1151L;A;200702;ECON 2106;A;ENGL 1102;A;;;Off Campus;1;0;3,71;SCHOOL 13;4;OtherUnknown;1;Middle School/Junior High;B;Bachelors;13;13;12;12;358620
7946144;19;M;BGD 1;Y;N;General Business;N;1220;200708;ENGL 1101;B;COMM 1110;A;MUSC 1100;A;200802;ENGL 1102;A;HIST 2111;A;MATH 1111;A;Off Campus;1;0;3,06;SCHOOL 1;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;15;16;16;
7887515;18;F;BGD 1;Y;N;Undeclared;N;1030;200808;ENGL 1101;B;COMM 1110;A;ITDS 2749;A;200902;ENGL 1102;A;HIST 2111;A;MATH 1101;A;Off Campus;1;69;3,73;SCHOOL 85;2;High School;3;College/Beyond;B;Bachelors;12;8;14;14;-407580
7830039;18;F;BGD 1;Y;N;Pre-Nursing;N;;200808;ENGL 1101;B;CHEM 1151;A;CHEM 1151L;A;200902;CPSC 1105;A;ENGL 1102;A;STAT 1127;A;Off Campus;1;59;4;SCHOOL 48;2;High School;2;High School;B;Bachelors;12;12;13;13;-169620
7972606;18;F;BGD 1;Y;N;Computer Science - Systems;N;1150;200808;ENGL 1101;B;CPSC 1301;A;CPSC 1301L;A;200902;ARTH 1100;A;MATH 1111;A;;;On Campus;1;150;4;SCHOOL 82;3;CollegeBeyond;2;High School;B;Bachelors;13;13;16;16;
7862270;18;M;BGD 1;N;N;Biology;N;1190;200908;ENGL 1101;B;CHEM 1211;A;CHEM 1211L;A;201002;ENGL 1102;A;MATH 1113;A;;;Off Campus;1;90;3,5;SCHOOL 52;;No Information;;No Information;B;Bachelors;15;15;15;15;163440
7906902;17;F;BGD 2;Y;N;Joint Enrollment - Accel;N;1030;201008;ENGL 1101;B;COMM 1110;A;MATH 1111;A;201102;CHEM 1211;A;CHEM 1211L;A;ENGL 1102;A;Off Campus;1;69;4;SCHOOL 11;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;17;17;-139140
7881335;18;F;BGD 1;Y;N;History;N;;200608;ENVS 1105;B;ENGL 1101;A;HIST 1111;A;200702;HIST 2112;A;MATH 1111;A;MUSC 1100;A;On Campus;1;69;3,66;SCHOOL 141;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;13;16;16;252240
7764699;18;M;BGD 1;Y;N;Music Education;N;1150;200908;FREN 1001;B;ENGL 1101;A;ITDS 1145;A;201002;ENGL 1102;A;MUSC 1100;A;;;On Campus;0;150;3,64;SCHOOL 91;2;High School;2;High School;B;Bachelors;16;16;16;16;92760
7796812;19;M;BGD 1;Y;N;English Language/Literature;N;910;201008;GEOL 1121L;B;GEOL 1121;A;HIST 2111;A;201102;ECON 2105;A;ENGL 1101;A;POLS 1101;A;Off Campus;1;0;3,4375;SCHOOL 34;;No Information;;No Information;B;Bachelors;13;8;12;12;
7853488;17;M;BGD 2;Y;N;Criminal Justice;N;1110;200908;HIST 1112;B;ENGL 1101;A;MATH 1111;A;201002;COMM 1110;A;ENGL 1102;A;ITDS 1145;A;On Campus;1;90;3,85;SCHOOL 22;2;High School;2;High School;B;Bachelors;15;15;15;15;
7888275;18;F;BGD 1;Y;N;Psychology;N;1070;200908;HIST 1112I;B;ARTH 1100I;A;ENGL 1101I;A;201002;COMM 1110;A;ENGL 1102;A;SOCI 1101;A;On Campus;0;69;3,26;SCHOOL 141;3;CollegeBeyond;4;Other/Unknown;B;Bachelors;12;12;15;15;144180
7996548;18;F;BGD 1;Y;N;Theatre Arts;N;1260;201008;HIST 1112I;B;ITDS 2735;A;;;201102;MUSC 1100;A;SOCI 1101;A;;;On Campus;1;138;3,92;SCHOOL 236;3;CollegeBeyond;3;College/Beyond;B;Bachelors;16;16;16;16;
7860415;18;F;BGD 4;Y;N;Biology;N;1030;200608;HIST 2111;B;ENGL 1101;A;MATH 1113;A;200702;ENGL 1102;A;MUSC 1100;A;;;On Campus;1;90;3,83;SCHOOL 263;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;11;15;14;-130980
7924418;18;F;BGD 1;Y;N;Theatre Education;N;1260;200708;HIST 2111;B;THEA 1100;A;;;200802;COMM 1110;A;ENGL 1102;A;;;Off Campus;1;188;3,61;SCHOOL 37;3;CollegeBeyond;4;Other/Unknown;B;Bachelors;13;13;15;15;
7822212;19;F;BGD 7;Y;N;Theatre Arts;N;1260;200808;HIST 2111;B;ENVS 1105;A;;;200902;ARTH 1100;A;ENGL 1102;A;MATH 1101;A;Off Campus;1;150;3,07;SCHOOL 95;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;13;15;15;-347580
7777335;18;F;BGD 1;Y;N;Communication;N;870;200908;HIST 2111;B;COMM 1110I;A;ENGL 1101I;A;201002;ARTH 1100;A;ENGL 1102;A;ITDS 2726;A;On Campus;1;69;3,46;SCHOOL 28;3;CollegeBeyond;2;High School;B;Bachelors;15;15;17;13;-417420
7804934;18;M;BGD 1;Y;N;Music Performance;N;1190;201008;HIST 2111;B;ENGL 1102;A;MATH 1101;A;201102;MUSC 1100;A;SOCI 1101;A;PHYS 1125;A;On Campus;1;150;2,8;SCHOOL 55;3;CollegeBeyond;;No Information;B;Bachelors;14;14;18;17;
7837133;18;M;BGD 1;Y;N;Theatre Arts;N;1110;201008;HIST 2111;B;ENGL 1101;A;MATH 1111;A;201102;FREN 1001;A;SOCI 1101;A;;;On Campus;1;150;2,96;SCHOOL 55;;No Information;;No Information;B;Bachelors;16;16;15;15;
8035513;18;F;BGD 1;Y;N;Nursing;N;;200508;HIST 2112;B;CHEM 1151;A;CHEM 1151L;A;200602;ENGL 1102;A;ITDS 2735;A;MATH 1101;A;Off Campus;1;69;3,68;SCHOOL 10;3;CollegeBeyond;2;High School;B;Bachelors;12;12;12;12;-288180
7824062;18;M;BGD 1;Y;N;Undeclared;N;1030;200508;HIST 2112;B;ENGL 1101;A;MATH 1101;A;200602;ENGL 1102;A;MATH 1111;A;SPAN 1001;A;On Campus;1;69;3,64;SCHOOL 3;2;High School;2;High School;B;Bachelors;15;15;16;13;
7954457;18;F;BGD 1;Y;N;Nursing;N;910;200608;HIST 2112;B;COMM 1110;A;ENGL 1101;A;200702;CHEM 1151;A;CHEM 1151L;A;ENGL 1102;A;On Campus;1;69;3,36;SCHOOL 85;2;High School;2;High School;B;Bachelors;15;11;12;12;
7974262;18;F;BGD 1;Y;N;Undeclared;N;1110;200808;HIST 2112;B;COMM 1110;A;MATH 1111;A;200902;ARTH 1100;A;CPSC 1105;A;ECON 2105;A;Off Campus;1;69;3,33;SCHOOL 2;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;13;15;15;
7987468;18;F;BGD 3;Y;N;French;Foundations of Business;1260;200908;HIST 2112;B;ECON 2106;A;ITDS 2726;A;201002;ARTH 1100;A;FREN 2001;A;POLS 1101;A;Off Campus;1;0;3,93;SCHOOL 130;2;High School;2;High School;B;Bachelors;13;13;15;15;327660
7756911;18;F;BGD 4;Y;N;Health Science;N;590;200808;ITDS 1155;B;COMM 1110;A;ENGL 1101;A;200902;ENGL 1102;A;HIST 2111;A;ITDS 2735;A;Off Campus;1;69;3,6;SCHOOL 2;4;OtherUnknown;3;College/Beyond;B;Bachelors;14;14;13;13;621600
7933688;17;F;BGD 3;Y;N;Early Childhood Education;N;1110;200508;MATH 1111;B;ENGL 1101;A;HIST 2112;A;200602;COMM 1110;A;ENGL 1102;A;MATH 1113;A;On Campus;0;138;3,6;SCHOOL 125;2;High School;4;Other/Unknown;B;Bachelors;16;16;15;15;440280
7834300;18;F;BGD 3;Y;N;Nursing;N;;200508;MATH 1111;B;CHEM 1151;A;CHEM 1151L;A;200602;ENGL 1102;A;ITDS 2735;A;MUSC 1100;A;On Campus;1;59;3,73;SCHOOL 196;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;13;17;17;471660
8020313;18;F;BGD 1;Y;N;Biology;N;590;200608;MATH 1111;B;CHEM 1151;A;CHEM 1151L;A;200702;ARTH 1100;A;COMM 1110;A;ENGL 1102;A;Off Campus;0;150;3,16;SCHOOL 277;2;High School;3;College/Beyond;B;Bachelors;16;16;16;16;
7759520;18;M;BGD 1;Y;N;Undeclared;N;1260;200708;MATH 1111;B;ANTH 1105;A;ENGL 1101;A;200802;COMM 1110;A;ENGL 1102;A;;;Off Campus;0;69;3,33;SCHOOL 130;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;13;15;15;-326880
7982318;18;F;BGD 1;Y;N;Criminal Justice;N;1190;200808;MATH 1111;B;HIST 2112;A;;;200902;COMM 1110;A;ENGL 1102;A;PSYC 1101;A;On Campus;1;138;3,72;SCHOOL 367;3;CollegeBeyond;2;High School;B;Bachelors;15;15;15;15;
7987177;18;F;BGD 4;Y;N;Spec Ed: Gen. Curr. - Reading;N;590;200908;MATH 1111;B;ITDS 1145;A;ITDS 2735;A;201002;ENGL 1101;A;MUSC 1100;A;;;Off Campus;1;69;3,92;SCHOOL 10;3;CollegeBeyond;3;College/Beyond;B;Bachelors;16;13;17;17;
7938225;18;F;BGD 3;Y;N;English and Secondary Ed;N;;200908;MATH 1111;B;COMM 1110H;A;HIST 2111;A;201002;SPAN 1002;A;PHYS 1125;A;PHYS 1325;A;On Campus;1;0;3,86;SCHOOL 317;2;High School;3;College/Beyond;B;Bachelors;15;15;16;16;407280
7877124;18;M;BGD 4;Y;N;Exercise Science;N;990;200508;MUSC 1100;B;COMM 1110;A;ENGL 1101;A;200602;ENGL 1102;A;POLS 1101;A;;;On Campus;1;190;3,15;SCHOOL 66;3;CollegeBeyond;2;High School;B;Bachelors;14;14;17;17;-288180
7830116;18;F;BGD 1;Y;N;Music Education;N;;200808;MUSC 1100;B;ENGL 1101;A;ITDS 2735;A;200902;COMM 1110;A;ENGL 1102;A;;;Off Campus;1;138;3,54;SCHOOL 159;2;High School;3;College/Beyond;B;Bachelors;14;14;16;16;
7824845;18;F;BGD 1;Y;N;Biology;N;1070;200508;POLS 1101;B;MUSC 1100;A;PSYC 1101;A;200602;ENGL 2111;A;HIST 2111;A;ITDS 2735;A;On Campus;1;69;4;SCHOOL 26;3;CollegeBeyond;2;High School;B;Bachelors;14;14;13;13;
7868159;18;F;BGD 6;Y;N;Undeclared;N;990;200708;POLS 1101;B;ENGL 1101;A;MATH 1111;A;200802;ENGL 1102;A;HIST 1112;A;HIST 2112;A;Off Campus;1;69;3,25;SCHOOL 2;;No Information;;No Information;B;Bachelors;15;15;16;16;
7774643;18;F;BGD 1;Y;N;Exercise Science;N;910;200808;POLS 1101;B;ENGL 1101;A;MATH 1101;A;200902;COMM 1110;A;ENGL 1102;A;HIST 2112;A;On Campus;1;150;3,75;SCHOOL 38;3;CollegeBeyond;;No Information;B;Bachelors;16;16;15;15;-19380
7986682;18;F;BGD 1;Y;N;English and Secondary Ed;N;;200608;THEA 1100;B;COMM 1110;A;ENGL 1102;A;200702;ENGL 2111;A;SPAN 1001;A;;;Off Campus;1;69;3,88;SCHOOL 27;2;High School;3;College/Beyond;B;Bachelors;16;16;16;12;
7862711;16;F;BGD 1;Y;N;Biology;N;1190;200708;CHEM 1211;C;CHEM 1211L;A;ENGL 1101;A;200802;ENGL 1102;A;ITDS 2735;A;MATH 1111;A;Off Campus;1;69;3,8;SCHOOL 4;2;High School;3;College/Beyond;B;Bachelors;14;7;15;12;418080
7925501;18;F;BGD 1;Y;N;Music Education;Professional Writing;1070;200708;ENGL 1102;C;LEAD 1705;A;;;200802;COMM 1110;A;MUSC 1100;A;;;Off Campus;1;69;3,64;SCHOOL 87;2;High School;2;High School;B;Bachelors;15;12;15;13;-557880
7813017;18;F;BGD 1;Y;N;Psychology;N;1260;200708;MATH 1131;C;HIST 2111;A;PSYC 1101;A;200802;ENGL 1102;A;SPAN 1002;A;;;Off Campus;1;69;3,87;SCHOOL 10;3;CollegeBeyond;3;College/Beyond;B;Bachelors;16;16;14;14;
8019889;18;F;BGD 1;N;N;Music;N;1150;200708;POLS 1101;C;ITDS 2735;A;MATH 1111;A;200802;COMM 1110;A;ENGL 1102;A;MUSC 1100;A;Off Campus;1;0;3,66;SCHOOL 130;3;CollegeBeyond;2;High School;B;Bachelors;12;12;15;15;-326880
7815738;18;F;BGD 1;Y;N;Undeclared;N;990;200708;THEA 1100;C;COMM 1110;A;ENGL 1101;A;200802;ENGL 1102;A;LEAD 1705;A;;;Off Campus;1;69;3,6;SCHOOL 10;3;CollegeBeyond;;No Information;B;Bachelors;12;12;12;8;
7921530;18;M;BGD 1;Y;N;History;N;990;200608;ENGL 1101;NOT REP;HIST 2112;A;THEA 1100;A;200702;COMM 1110;A;ENGL 1102;A;HIST 2111;A;On Campus;1;138;2,76;SCHOOL 200;3;CollegeBeyond;2;High School;B;Bachelors;16;15;17;17;-258720
